9.993388652801513672e-01,-8.049561828374862671e-02
9.961395263671875000e-01,-1.576852798461914062e-01
9.923599958419799805e-01,-2.347120940685272217e-01
9.879094362258911133e-01,-3.131124377250671387e-01
9.828824400901794434e-01,-3.946547806262969971e-01
9.768090248107910156e-01,-4.790539443492889404e-01
9.718544483184814453e-01,-5.614633560180664062e-01
9.674481749534606934e-01,-6.456053256988525391e-01
9.637588858604431152e-01,-7.287960052490234375e-01
9.603893160820007324e-01,-8.103396296501159668e-01
9.547691345214843750e-01,-8.918731212615966797e-01
9.474392533302307129e-01,-9.726024866104125977e-01
9.412572979927062988e-01,-1.049855709075927734e+00
9.372622966766357422e-01,-1.124396085739135742e+00
9.344115257263183594e-01,-1.198458433151245117e+00
9.306730031967163086e-01,-1.272873044013977051e+00
9.232735633850097656e-01,-1.346948504447937012e+00
9.129437804222106934e-01,-1.419579863548278809e+00
8.992745280265808105e-01,-1.490404844284057617e+00
8.832105398178100586e-01,-1.561069607734680176e+00
8.668550252914428711e-01,-1.630849599838256836e+00
8.498861193656921387e-01,-1.700189471244812012e+00
8.321475982666015625e-01,-1.768879413604736328e+00
8.131006360054016113e-01,-1.837264418601989746e+00
7.939174771308898926e-01,-1.903881669044494629e+00
7.749849557876586914e-01,-1.968138933181762695e+00
7.556790113449096680e-01,-2.030199527740478516e+00
7.357351779937744141e-01,-2.090795993804931641e+00
7.133182287216186523e-01,-2.150180578231811523e+00
6.883212327957153320e-01,-2.209379196166992188e+00
6.617043018341064453e-01,-2.268450021743774414e+00
6.346222758293151855e-01,-2.327036142349243164e+00
6.079962849617004395e-01,-2.384333133697509766e+00
5.813222527503967285e-01,-2.441139936447143555e+00
5.545752048492431641e-01,-2.497643709182739258e+00
5.272735357284545898e-01,-2.551536798477172852e+00
4.979985356330871582e-01,-2.602720737457275391e+00
4.683377444744110107e-01,-2.652064085006713867e+00
4.393056035041809082e-01,-2.699992895126342773e+00
4.107459187507629395e-01,-2.746646165847778320e+00
3.851290047168731689e-01,-2.790874958038330078e+00
3.618534207344055176e-01,-2.831852197647094727e+00
3.402459323406219482e-01,-2.869920492172241211e+00
3.194747269153594971e-01,-2.905682325363159180e+00
3.004113733768463135e-01,-2.939115047454833984e+00
2.816663682460784912e-01,-2.969843149185180664e+00
2.626840770244598389e-01,-2.998080253601074219e+00
2.432354986667633057e-01,-3.023874521255493164e+00
2.231624722480773926e-01,-3.046511411666870117e+00
2.025912404060363770e-01,-3.066109895706176758e+00
1.815060079097747803e-01,-3.082847833633422852e+00
1.599890887737274170e-01,-3.097119092941284180e+00
1.378744840621948242e-01,-3.109072446823120117e+00
1.147800311446189880e-01,-3.118582725524902344e+00
9.045720845460891724e-02,-3.125742197036743164e+00
6.490571051836013794e-02,-3.130799055099487305e+00
3.834702819585800171e-02,-3.133337974548339844e+00
1.077180355787277222e-02,-3.132708072662353516e+00
-1.775298267602920532e-02,-3.127421379089355469e+00
-4.647577553987503052e-02,-3.118854761123657227e+00
-7.487363368272781372e-02,-3.107295274734497070e+00
-1.023709699511528015e-01,-3.093036890029907227e+00
-1.293301582336425781e-01,-3.076302051544189453e+00
-1.556661427021026611e-01,-3.057017803192138672e+00
-1.811408102512359619e-01,-3.035477638244628906e+00
-2.057375609874725342e-01,-3.012070894241333008e+00
-2.310450673103332520e-01,-2.986283302307128906e+00
-2.570290565490722656e-01,-2.958395242691040039e+00
-2.824006378650665283e-01,-2.929238319396972656e+00
-3.067598044872283936e-01,-2.898754119873046875e+00
-3.300907909870147705e-01,-2.867240428924560547e+00
-3.524127006530761719e-01,-2.835031747817993164e+00
-3.730800747871398926e-01,-2.802077293395996094e+00
-3.923983573913574219e-01,-2.768338680267333984e+00
-4.115692973136901855e-01,-2.733396291732788086e+00
-4.306021034717559814e-01,-2.697424650192260742e+00
-4.493196904659271240e-01,-2.660361528396606445e+00
-4.667662084102630615e-01,-2.621972799301147461e+00
-4.825798571109771729e-01,-2.582655668258666992e+00
-4.968974292278289795e-01,-2.542986869812011719e+00
-5.099184513092041016e-01,-2.503206253051757812e+00
-5.216284990310668945e-01,-2.463087320327758789e+00
-5.320761799812316895e-01,-2.422814607620239258e+00
-5.412971973419189453e-01,-2.382969617843627930e+00
-5.493335723876953125e-01,-2.344051599502563477e+00
-5.563181638717651367e-01,-2.306352376937866211e+00
-5.622186064720153809e-01,-2.270110130310058594e+00
-5.671523213386535645e-01,-2.235532760620117188e+00
-5.712405443191528320e-01,-2.202786445617675781e+00
-5.749415159225463867e-01,-2.171706676483154297e+00
-5.784797072410583496e-01,-2.142245054244995117e+00
-5.820217132568359375e-01,-2.114209413528442383e+00
-5.855530500411987305e-01,-2.087470293045043945e+00
-5.890907049179077148e-01,-2.061912059783935547e+00
-5.927514433860778809e-01,-2.037412881851196289e+00
-5.965643525123596191e-01,-2.013551712036132812e+00
-6.005764603614807129e-01,-1.990137696266174316e+00
-6.051049232482910156e-01,-1.966607928276062012e+00
-6.101313233375549316e-01,-1.942674756050109863e+00
-6.155627965927124023e-01,-1.918283104896545410e+00
-6.212877035140991211e-01,-1.893454194068908691e+00
-6.280766725540161133e-01,-1.867743372917175293e+00
-6.364110708236694336e-01,-1.840790987014770508e+00
-6.461387872695922852e-01,-1.812421441078186035e+00
-6.568083763122558594e-01,-1.782762885093688965e+00
-6.684394478797912598e-01,-1.751474976539611816e+00
-6.810749173164367676e-01,-1.718341588973999023e+00
-6.947657465934753418e-01,-1.683146834373474121e+00
-7.095009088516235352e-01,-1.645958065986633301e+00
-7.243792414665222168e-01,-1.607685208320617676e+00
-7.401727437973022461e-01,-1.567489504814147949e+00
-7.564386129379272461e-01,-1.525402426719665527e+00
-7.725392580032348633e-01,-1.481579542160034180e+00
-7.882146835327148438e-01,-1.436295151710510254e+00
-8.035335540771484375e-01,-1.389822721481323242e+00
-8.185526132583618164e-01,-1.342387795448303223e+00
-8.330962657928466797e-01,-1.293765664100646973e+00
-8.487848043441772461e-01,-1.243556737899780273e+00
-8.669294118881225586e-01,-1.189592719078063965e+00
-8.864308595657348633e-01,-1.132300972938537598e+00
-9.065272808074951172e-01,-1.072676181793212891e+00
-9.267354607582092285e-01,-1.010922670364379883e+00
-9.445998668670654297e-01,-9.488760232925415039e-01
-9.625014066696166992e-01,-8.856770992279052734e-01
-9.792199134826660156e-01,-8.200950622558593750e-01
-9.922943115234375000e-01,-7.546561956405639648e-01
-1.001872777938842773e+00,-6.905549764633178711e-01
-1.008271217346191406e+00,-6.268166899681091309e-01
-1.011351823806762695e+00,-5.657387375831604004e-01
-1.012130975723266602e+00,-5.067038536071777344e-01
-1.011406064033508301e+00,-4.495209753513336182e-01
-1.008928418159484863e+00,-3.920766413211822510e-01
-1.004817605018615723e+00,-3.327353298664093018e-01
-9.993385076522827148e-01,-2.715145051479339600e-01
-9.935890436172485352e-01,-2.072332799434661865e-01
-9.878981113433837891e-01,-1.402012705802917480e-01
-9.826184511184692383e-01,-7.350411266088485718e-02
-9.777543544769287109e-01,-6.675012409687042236e-03
-9.718651771545410156e-01,6.097241491079330444e-02
-9.657955169677734375e-01,1.302661299705505371e-01
-9.595085382461547852e-01,2.016431987285614014e-01
-9.523324370384216309e-01,2.790788114070892334e-01
-9.431958198547363281e-01,3.613213300704956055e-01
-9.341747760772705078e-01,4.487077295780181885e-01
-9.273414015769958496e-01,5.419901609420776367e-01
-9.221845865249633789e-01,6.420804262161254883e-01
-9.155487418174743652e-01,7.506135702133178711e-01
-9.077904224395751953e-01,8.582334518432617188e-01
-8.991198539733886719e-01,9.598847627639770508e-01
-8.927631378173828125e-01,1.054439187049865723e+00
-8.882818818092346191e-01,1.141549229621887207e+00
-8.820339441299438477e-01,1.225191831588745117e+00
-8.732028603553771973e-01,1.308480262756347656e+00
-8.612189292907714844e-01,1.389044165611267090e+00
-8.459025621414184570e-01,1.468737244606018066e+00
-8.304653763771057129e-01,1.546924948692321777e+00
-8.150573968887329102e-01,1.623185515403747559e+00
-7.998619675636291504e-01,1.697801113128662109e+00
-7.799602746963500977e-01,1.771278023719787598e+00
-7.542197704315185547e-01,1.842119097709655762e+00
-7.289870977401733398e-01,1.910009503364562988e+00
-7.038388252258300781e-01,1.976507425308227539e+00
-6.778343915939331055e-01,2.042056560516357422e+00
-6.500521898269653320e-01,2.106346607208251953e+00
-6.197355985641479492e-01,2.170322656631469727e+00
-5.898993611335754395e-01,2.233079671859741211e+00
-5.610753893852233887e-01,2.294610977172851562e+00
-5.327329635620117188e-01,2.353647470474243164e+00
-5.049519538879394531e-01,2.410159826278686523e+00
-4.790368974208831787e-01,2.464251279830932617e+00
