2.47277522087097E+00,1.7921154499054E+00,7.98114955425262E-01,1.04300475120544E+00,3.20657587051392E+00,3.34994745254517E+00,1.16288578510284E+00,1.58983981609344E+00,4.2352409362793E+00,4.359130859375E+00,3.29163813591003E+00,2.15498161315918E+00,1.15677642822266E+00,8.69522213935852E-01,2.9504189491272E+00,4.74130201339722E+00,4.02389812469482E+00,2.89314126968384E+00,1.83798265457153E+00,6.673623919487E-01,3.12490177154541E+00,7.1788592338562E+00,6.01842021942139E+00,3.97778344154358E+00,2.14981651306152E+00,1.27603840827942E+00,5.67126512527466E-01,9.53211784362793E-01,3.01153969764709E+00,2.818598985672E+00,2.06110548973083E+00,1.03043460845947E+00,5.4453182220459E-01,1.03215265274048E+00,2.0762665271759E+00,2.1742160320282E+00,1.6604927778244E+00,9.49471056461334E-01,6.79959297180176E-01,3.88374745845795E-01,4.8346346616745E-01,9.4687157869339E-01,5.43420255184174E-01,3.2369002699852E-01,4.16049480438232E-01,1.92446663975716E-01,1.52786061167717E-01,5.37847876548767E-02,1.43623918294907E-01,1.87353566288948E-02
2.45165252685547E+00,1.58072471618652E+00,4.19120609760284E-01,1.20956015586853E+00,1.69042706489563E+00,3.16217684745789E+00,1.58458495140076E+00,1.02153372764587E+00,2.13547468185425E+00,1.32990825176239E+00,9.15925085544586E-01,1.95382237434387E+00,3.72563886642456E+00,2.5748074054718E+00,4.7852635383606E+00,4.34178972244263E+00,2.95260047912598E+00,2.78390550613403E+00,2.21834826469421E+00,1.36012613773346E+00,1.0223331451416E+00,8.45168948173523E-01,4.79797154664993E-01,5.0314199924469E-01,1.579579859972E-01,5.4860133677721E-02,1.55057152733207E-02,2.30315234512091E-02,1.30475489422679E-02,8.07363912463188E-03,9.30324289947748E-03,2.55599096417427E-02,2.28418409824371E-02,1.30187766626477E-03,8.67637246847153E-03,7.05838762223721E-03,1.36819446925074E-03,6.46723713725805E-03,1.50841777212918E-03,1.98763329535723E-03,5.42663619853556E-04,1.98481138795614E-04,1.04029706562869E-04,7.31678810552694E-05,7.40303948987275E-05,7.76435772422701E-05,8.7691551016178E-05,8.94822733243927E-05,7.52429696149193E-05,7.85945958341472E-05
2.48354363441467E+00,1.56257903575897E+00,5.4064005613327E-01,6.48674070835114E-01,5.32342851161957E-01,9.51213002204895E-01,4.824398458004E-01,1.3011223077774E+00,1.62490952014923E+00,2.63486361503601E+00,1.33492243289948E+00,3.70507788658142E+00,2.30435538291931E+00,6.44042372703552E-01,1.16635620594025E+00,6.44072532653809E-01,1.07113063335419E-01,3.20270098745823E-02,3.1702995300293E-02,2.05768626183271E-02,1.49755012243986E-02,1.38656757771969E-02,1.31280142813921E-02,1.10431965440512E-02,8.68142861872911E-03,7.4086394160986E-03,2.88188923150301E-03,4.88832453265786E-03,1.22102135792375E-02,3.50355124101043E-03,2.90885427966714E-03,8.68304073810577E-03,1.52197815477848E-02,1.19933523237705E-02,1.09924618154764E-02,1.60530640278012E-03,6.40867650508881E-03,1.37179009616375E-02,8.21338314563036E-03,1.81561312638223E-03,2.09588906727731E-03,5.74988592416048E-03,8.68069287389517E-03,6.89607346430421E-03,3.92391765490174E-03,1.49531592614949E-03,9.86968050710857E-04,6.33752846624702E-04,9.1446831356734E-04,1.10396207310259E-03
2.44624328613281E+00,1.76418077945709E+00,9.6364688873291E-01,7.31940984725952E-01,3.34954333305359E+00,3.05935263633728E+00,3.61064076423645E+00,4.34306049346924E+00,3.13676142692566E+00,3.73673510551453E+00,1.91316103935242E+00,8.63527536392212E-01,2.5510448217392E-01,8.33053648471832E-01,1.25623631477356E+00,1.23949718475342E+00,9.82315838336945E-01,6.73292934894562E-01,5.91459035873413E-01,3.68126094341278E-01,1.22024035453796E+00,4.65026348829269E-01,4.0144219994545E-01,5.81118762493134E-01,3.88452082872391E-01,3.2672318816185E-01,2.71610140800476E-01,1.76256000995636E-01,6.38929903507233E-01,8.25100123882294E-01,5.35081744194031E-01,9.34293642640114E-02,2.96559154987335E-01,8.29754173755646E-01,6.68581366539001E-01,5.03120720386505E-01,3.80779922008514E-01,3.40126901865005E-01,2.05478012561798E-01,1.09637953341007E-01,5.65493516623974E-02,6.9510705769062E-02,8.13033729791641E-02,2.33887750655413E-02,3.25601287186146E-02,1.60286854952574E-02,1.73451881855726E-02,2.98763681203127E-02,2.15981658548117E-02,1.43511714413762E-02
2.38070273399353E+00,1.66415226459503E+00,6.72727704048157E-01,1.68603003025055E+00,1.32582533359528E+00,3.83917379379272E+00,2.883385181427E+00,1.64178442955017E+00,1.51847541332245E+00,8.9664888381958E-01,2.17737483978271E+00,1.53394150733948E+00,1.39961969852448E+00,9.55649316310883E-01,6.56742930412292E-01,6.39439284801483E-01,4.54402446746826E-01,4.14203435182571E-01,2.92796671390533E-01,3.04648816585541E-01,4.40489292144775E-01,3.26015323400497E-01,1.22833006083965E-01,1.2786690890789E-01,8.59252363443375E-02,6.42598047852516E-02,3.71461547911167E-02,1.91667303442955E-02,1.87206100672483E-02,1.46350963041186E-02,5.71639183908701E-03,5.16941724345088E-03,3.77681921236217E-03,1.43973785452545E-03,2.09392560645938E-03,9.88553394563496E-04,4.1741828317754E-04,3.71546862879768E-04,2.57939187576994E-04,1.92247360246256E-04,1.32034227135591E-04,1.59351126058027E-04,2.01400325750001E-04,9.17139914236031E-05,1.27281979075633E-04,1.03130383649841E-04,9.3996393843554E-05,1.48286344483495E-04,5.24229690199718E-05,7.13273038854823E-05
2.27246785163879E+00,1.64703714847565E+00,5.73221445083618E-01,6.51316583156586E-01,1.05624461174011E+00,1.81588470935822E+00,7.52416372299194E-01,3.38094401359558E+00,1.88957333564758E+00,5.40653169155121E-01,3.99662375450134E+00,2.21387529373169E+00,3.9091420173645E-01,8.26425135135651E-01,2.65251612663269E+00,1.39301216602325E+00,3.42948079109192E-01,2.94581890106201E-01,6.46637678146362E-01,3.22380036115646E-01,1.43068805336952E-01,4.00595307350159E-01,1.23351208865643E-01,4.28218692541122E-02,3.60874347388744E-02,1.65086481720209E-02,1.32726700976491E-02,6.55945157632232E-03,1.39599675312638E-02,1.34072201326489E-02,8.18869192153215E-03,3.84154194034636E-03,7.03633390367031E-03,5.97312906756997E-03,3.3106692135334E-03,7.5258914148435E-04,3.91174340620637E-04,4.37681417679414E-04,1.53347267769277E-04,6.26677719992585E-05,2.6197507395409E-05,1.59923110913951E-05,1.2759229321091E-05,1.8937318600365E-05,1.43862298500608E-05,1.08914528027526E-05,8.98234793567099E-06,1.07853848021477E-05,1.02400772448163E-05,1.29055470097228E-05
2.31406092643738E+00,1.81014811992645E+00,6.09318733215332E-01,1.07737720012665E+00,6.21183216571808E-01,1.8370418548584E+00,1.07585120201111E+00,4.67215150594711E-01,1.25929248332977E+00,4.49559032917023E-01,7.97661602497101E-01,3.17109316587448E-01,1.38307762145996E+00,3.00233334302902E-01,2.45765164494514E-01,1.42477422952652E-01,6.42292574048042E-02,3.91296148300171E-02,4.55093709751964E-03,3.32294753752649E-03,8.00905574578792E-04,1.78330112248659E-04,1.24804544611834E-04,7.99437693785876E-05,7.51652623875998E-05,5.68583382118959E-05,6.77498683216982E-05,1.12101937702391E-04,1.60887197125703E-04,1.2278177018743E-04,1.06794090243056E-04,4.33176319347695E-05,3.17954036290757E-05,2.985439641634E-05,8.39323183754459E-05,3.33427124132868E-05,3.63600483979098E-05,2.80771673715208E-05,2.5333398298244E-05,2.33304890571162E-05,3.71049100067466E-05,4.16236835008021E-05,4.70086233690381E-05,5.04550589539576E-05,3.2254567486234E-05,1.9534023522283E-05,5.1351948059164E-05,2.40162207774119E-05,7.481448847102E-05,7.0492722443305E-05
2.31514263153076E+00,1.73282516002655E+00,7.39798247814178E-01,8.06117951869965E-01,1.53936970233917E+00,4.26380217075348E-01,1.24369311332703E+00,1.55651092529297E+00,8.51334393024445E-01,3.71368408203125E+00,1.85345578193665E+00,2.48875200748444E-01,1.36139667034149E+00,1.5177139043808E+00,1.30115377902985E+00,1.63422238826752E+00,4.97623711824417E-01,3.35604339838028E-01,3.02732348442078E-01,1.03157706558704E-01,1.15755319595337E-01,9.18497070670128E-02,2.34529972076416E-02,4.29786704480648E-02,3.59515808522701E-02,2.19864621758461E-02,1.20672918856144E-02,6.35450333356857E-03,8.16028192639351E-03,3.55477933771908E-03,5.14775747433305E-03,2.27392613887787E-02,2.93716490268707E-02,4.04051281511784E-02,4.84094675630331E-03,4.77973744273186E-03,2.91853747330606E-03,1.05598885565996E-02,1.42585043795407E-03,4.63104574009776E-03,5.03387534990907E-03,2.48636933974922E-04,3.71479778550565E-03,3.61292622983456E-03,1.28134037368E-03,2.19213499804027E-04,1.44519458990544E-03,1.86321453657001E-03,2.1717818453908E-03,1.14198261871934E-03
2.44483685493469E+00,1.68544661998749E+00,4.91467982530594E-01,9.11715149879456E-01,1.56526482105255E+00,2.57593274116516E-01,7.83456206321716E-01,8.70349645614624E-01,4.55809116363525E-01,1.97091948986053E+00,1.43877768516541E+00,5.44195890426636E-01,1.40753710269928E+00,1.7096756696701E+00,1.80019593238831E+00,1.9765625E+00,1.73859107494354E+00,1.14423835277557E+00,2.05724775791168E-01,6.79753184318542E-01,4.78053897619247E-01,1.74884843826294E+00,2.40837645530701E+00,2.58121579885483E-01,7.90502905845642E-01,1.15376758575439E+00,7.18709349632263E-01,6.8390554189682E-01,1.99956178665161E-01,1.41744017601013E-01,2.71956115961075E-01,1.18969202041626E-01,1.01031422615051E-01,2.16800887137651E-02,1.14463372156024E-02,2.16520074754953E-02,2.25742366164923E-02,2.09805499762297E-02,3.29735241830349E-02,5.90313179418445E-03,1.38932801783085E-02,4.12396714091301E-03,7.59368715807796E-03,1.10810277983546E-02,9.34859272092581E-03,8.22705589234829E-03,8.09308234602213E-03,1.03818587958813E-02,1.14070093259215E-02,4.93774609640241E-03
2.29763269424438E+00,1.71535694599152E+00,6.66142225265503E-01,8.83062422275543E-01,4.41549825668335E+00,8.16500282287598E+00,9.62246799468994E+00,5.07008218765259E+00,1.11923456192017E+00,1.35331428050995E+00,3.30125093460083E+00,2.02327179908752E+00,7.81431019306183E-01,8.72891783714294E-01,4.25397992134094E-01,3.39968860149384E-01,3.61207455396652E-01,7.29384183883667E-01,4.65439170598984E-01,2.02687531709671E-01,1.02839939296246E-01,5.21041452884674E-02,1.81488674134016E-02,8.04965104907751E-03,3.20511450991035E-03,1.41203950624913E-03,9.4438239466399E-04,4.85686905449256E-04,3.04586748825386E-04,2.41039699176326E-04,2.61852605035529E-04,3.4544596564956E-04,3.54062125552446E-04,5.12681086547673E-04,4.03928250307217E-04,4.8123809392564E-04,2.2139135398902E-04,2.81115499092266E-04,1.93010724615306E-04,2.17565117054619E-04,1.24140438856557E-04,1.4669939992018E-04,1.33447319967672E-04,1.22215482406318E-04,1.62309923325665E-04,1.39543612021953E-04,1.47970000398345E-04,1.67239559232257E-04,2.25311901886016E-04,1.72122003277764E-04
